"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-02 06:34:54","d0e45f4c913dcda931a0033aa34945e1a0118b47b8eb2157c83690342a16c3b8",27372340,"Máquina De Café Nespresso Essenza Mini D30 220v Vermelha","null","Eletroportáteis","Cafeteira","Excelente escolha",5,"Yes","Maquina pequena e compacta, coube bem na minha cozinha. Além de ser um produto de design, é de fácil utilização, limpeza e praticidade de remoção das capsulas usadas. Recomendo a maquina Nespresso e o café, com certeza.",1990,"F","SP",,,,,
"2018-01-02 06:35:09","eb72e4be5616bd618aa80057ee1fd4ce4d9602543643f7a6b4bf43b67a2b8b23",5611872,"Whisky Johnnie Walker Black Label 1000ml","johnnie walker","Alimentos e Bebidas","Bebidas Alcoólicas","Venda cancelada",1,"No","O fornecedor demorou muito para cancelar a venda. A Americanas fará o estorno.",1984,"M","MG",,,,,
"2018-01-02 06:36:10","febcaf589c1ba67c270953a49d755ce68002f936625085d0020599153260083c",18690846,"Anti Mofo Eletrônico 110v Repel Mofo, Anti-Ácaro E Fungos, Desumidificador Capte Branco","null","Utilidades Domésticas","Material de Limpeza","Gostei muito do produto!",4,"Yes","realmente melhorou a proliferação de fungos.  O coloquei em um ambiente de 10m2.","null","null","null",,,,,
"2018-01-02 06:36:21","605de45b531b97ff669f184460e2e0e94a93c383b4a2617418bd716159725bea",125275833,"Repelente Repelex Family Care Citronela Loção 100ml","repelex","Saúde","Higiene Pessoal","ótimo produto",5,"Yes","Perfeito, muito útil. Comprei para levar em viagem, passei no meu filho e oa pernilongos não picou ele. Recomendo!",1983,"F","SP",,,,,
"2018-01-02 06:36:43","ffdcdbdb40cbec39a693f61836b6ce8de83ed3c798132456d809fff0a3d58c34",6894991,"Garrafa Térmica 710ml - Branca - Polar Bottle","null","Esporte e Lazer","Garrafas e Squeezes","Não funciona",1,"No","Essa garrafa não mantém nem um pouco a temperatura da água gelada.",1975,"M","SP",,,,,
"2018-01-02 06:36:57","637839183f8435fbc8f18aa9682702fef8cd3db227574f8a9d44ac4767627311",26121880,"Beanie Boos Patrulha Canina - Marshall - Dtc","null","Brinquedos","Pelúcias","Gostei, achei lindo.",3,"Yes","Produto bom e muito lindo. Pena que é muito pequeno, nas especificações dele não mostrava o tamanho.",1953,"F","SP",,,,,
"2018-01-02 06:37:00","b05c729f4539930ba0b2071ea7529312ef93dfcabff1cfb8addfde75f13b8d06",132732781,"Game - Lego Marvel Super Heroes Deluxe - Xbox One","null","Games","Xbox One","Gostei muito do produto!",5,"Yes","Título oferece uma diversão garantida, conforme padrão da franquia LEGO.",1983,"M","GO",,,,,
"2018-01-02 06:37:02","5ae4fe526f57db78644a39015f45274108c1ccf54ab9b17797e0481d8bef541b",23892471,"Cartão De Memória Sandisk Ultra Microsdhc Uhs-i C/ Adaptador 32gb Sdsqunb-032gb-gn3ma","null","Celulares e Smartphones","Acessórios para Celular","NÃO COMPREM ELES ESTÃO ROUBANDO",1,"No","Roubaram meu produto, comprei 2 e recebi  (1)um só!!!! vou ficar no prejuízo?",1977,"M","RJ",,,,,
"2018-01-02 06:37:35","b8545ee45cb70ff76841c045d0550304f936895edac276dd1d0658d92b7360af",132540164,"Oneblade QP2522/10 com 2 Pentes e Lâmina Extra - Philips","null","Beleza e Perfumaria","Barbearia","Muito bom",5,"Yes","Único aparelho elétrico que não preciso passar a lâmina normal para terminar a barba. Sensacional",1977,"M","SP",,,,,
"2018-01-02 06:37:47","7648f68522cd1773ca006c50784dc5318c87bfede1bf84c10a491c2da88ec238",118784875,"Patiente Skatenet Max - Rosa - Bandeirante","null","Brinquedos","Patinete Infantil","Minha neta gostou do produto.",3,"Yes","Atende bem para a faixa etária de 4 anos. Além de ser um brinquedo seguro. Minha netinha adorou o brinquedo .",1956,"F","RJ",,,,,
"2018-01-02 06:37:50","ee9f93dc5cef61bc1f7e3523f815c38a5bb58e46ef58994ec62923948f6c05fa",124069763,"Árvore de Natal em Fibra Ótica 1,8m 140 Galhos 110V - Orb Christmas","orb","Enfeites de Natal","Árvores de Natal","Otimo produto",5,"Yes","Funcionamento perfeito , excelente produto para decoração.",1960,"F","MG",,,,,
"2018-01-02 06:38:59","0c1062b6af9ae86b15552a1a1f3e26c2b1d317eeaf293148eb659f0d2d3bf23b",130921449,"Smartphone Samsung Galaxy A5 Dual Chip Android 6.0 Tela 5.2"" Octa-Core 1.9GHz 32GB 4G Câmera 16MP - Rosa","samsung","Celulares e Smartphones","Smartphone","Ótimo produto.",5,"Yes","Americanas excelente loja, o produto foi entregue em 4 dias úteis, isso ainda devido o feriado.",1997,"F","GO",,,,,
"2018-01-02 06:39:01","9882338be0dcd7b0bc43a70c7d901350dee603c87b22876f661c636bd913b1d5",11355841,"Lente Canon Ef-S 10-18mm F/4.5-5.6 Is Stm","null","Câmeras e Filmadoras","Acessórios para Câmeras e Filmadoras","O melhor custo benefício das zoom grande angulares",4,"Yes","valeu o valor de investimento...A lente própria para contar histórias com fotografia. Apesar de ser pouco luminosa f:4.5-5.6 , devido a curta hiperfocal ela consegue desfocar bem o fundo. É preciso apenas tomar alguns cuidados com as técnicas de uso de super-grandes angulares. No mais, é comprar e aproveitar...",1959,"M","ES",,,,,
"2018-01-02 06:39:29","8285ad6aaf585d312c6909eab0c914c1a1d1c0b2e64af83134114250b88c36a3",21927873,"Kit Lâmpada Super Led Automotiva Multilaser H7 - 12v - 6200k - 30 Watts - Au826","null","Automotivo","Iluminação","Produto excelente",5,"Yes","Kit de lâmpada Super Led excelente, recomendo. Houve atraso na entrega porem, tudo resolvido.",1957,"M","SP",,,,,
"2018-01-02 06:39:30","32ae3cf125aced61add580e5b941daf6fec43d39066c6bea0213c0ec813d4245",24460599,"Protetor Impermeável para Colchão Casal Queen Bia 01 Peça Matelado Ultrassônico - Branco","null","Cama, Mesa e Banho","Protetor de Colchão","Perfeito",5,"Yes","Produto de excelente qualidade, tecido resistente. Muito bonito. Amei o produto.",1970,"F","SP",,,,,
"2018-01-02 06:39:58","3a18be6871da4ca7784587dc03aa280c2bd975b8155e2aa36c78c61a979dbdc1",132118431,"Smartphone Samsung Galaxy S8 Dual Chip Android 7.0 Tela 5.8"" Octa-Core 2.3GHz 64GB 4G Câmera 12MP - Preto","samsung","Celulares e Smartphones","Smartphone","Exelente, recomendo a todos",5,"Yes","Exelente, recomendo a todos que queiram um celular de ponta. Atende todas suas necessidades.",1989,"M","MT",,,,,
"2018-01-02 06:40:19","12f0b5604179e912d18de84b0b7cbe29b0ad352a397f4410837a181a08787dd8",22383203,"Kit Estética 9 - Maca 3 Posições, Mocho, Escada E Carrinho Auxiliar","null","Saúde","Massagem e Relaxamento","Avaliação",4,"Yes","Adorei ! Ótima qualidade ,muito bom material excelente . O tempo de entrega foi ótimo.",1989,"F","SP",,,,,
"2018-01-02 06:40:37","3151d0093d659a5b4bc8b2716acddaffb1c3031162ab5aa3c9760d194bdbe504",126474851,"Aspirador de Pó Philco Rapid 1000N Vermelho/Preto - 1000W","philco","Eletroportáteis","Aspirador e Vassoura Elétrica","Muito potente e leve. Adorei",4,"Yes","Muito bom. Indico produto. Assim como a.pontualidade da entrega.",1986,"F","SP",,,,,
"2018-01-02 06:40:51","a3e6e35d3c0b1bb9d66d20d3ef6feff084bb502ccb25cc302f5ff853024c5020",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","Excelente",5,"Yes","Só tomo água neste copo quando estou tomando banho na minha banheira de ouro",1992,"M","SP",,,,,
"2018-01-02 06:41:04","6255a844a933cd33dbbd8a856c47e4d36389f3df103b4cc3d385a82b45a38b74",23966344,"Torneira Misturador Monocomando Gourmet Baixa - De 50cm - C/ Ducha Spray Extensora P/ Cozinha","null","Casa e Construção","null","Torneira muito bonita",4,"Yes","A torneira é muito boa e veio de acordo con o site...........   ,","null","M","SP",,,,,
"2018-01-02 06:41:29","bbc634bd8c7e6347abb2a882ebd5c65855a6550830542e4e3f29f985ed065676",29728756,"Kit Saco De Pancada Stylo Sport 120x100 Vazio+ Luva Bate Saco Stylo","null","Esporte e Lazer","Lutas e Artes Marciais","Muito bom !!!",4,"Yes","Chegou antes do previsto, otima qualidade. Recomendo.",1964,"M","SP",,,,,
"2018-01-02 06:41:36","3e65b98a6cc5ad2614db1f4a496740f43a4a9e0f7ca720577e3c57237c86afe2",127017635,"Livro - Namoro Blindado","null","Livros","Religião","Excelente, gostei demais",5,"Yes","Site bastante segura. Amei meu livro, veio bem lacrado",1997,"F","GO",,,,,
"2018-01-02 06:41:47","41d7fa56aad1168cfcc407cbea235adf80a8bdf30f2a37cc5e910940f35b0f0b",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Satisfeito!",5,"Yes","Fiquei muito satisfeito tanto com o produto quanto com o atendimento da Americanas.com ;  Produto entregue em perfeitas condições e bem antes do prazo previsto.  Recomendo!",1987,"M","SP",,,,,
"2018-01-02 06:41:52","e419d71fd8e12eeb2d3f28eae7e89693c63701ca3f6549fa93971559f88ff9ea",130945441,"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5"" 128GB 4G Câmera 12MP - Black Piano","samsung","Celulares e Smartphones","Smartphone","Perfeito",4,"Yes","Smartphone muito bonito, chama a atenção.. desempenho excepcional , Câmera muito boa(Não é top)...porem só vale a pena se pagar abaixo de 2400...",1981,"M","RS",,,,,
"2018-01-02 06:41:55","cefac1339253871255e35b8b0da7009e9d5ee4304ac875aad1dbb9700e4a26eb",28774962,"Espremedor de laranja Inox 500w 3545RPM","null","Agro, Indústria e Comércio","Indústria Alimentícia","Bom",3,"Yes","Produto bom , custo beneficio está bom ! ............",1970,"M","SP",,,,,
"2018-01-02 06:41:56","06ea108d3d8160665f1500f72dbf9a6f78af35659c46e31b237e8178581e217b",7112342,"Geladeira / Refrigerador Brastemp Frost Free Clean BRM39 352L Branco","brastemp","Eletrodomésticos","Geladeira / Refrigerador","Gostei muito do produto!",4,"Yes","Ótima qualidade o produto e a entrega foi bem antes do prazo.",1965,"F","RJ",,,,,
"2018-01-02 06:42:43","341e8b1cd18e69808a1635f301904ec0149b46991e23f30f53f950b4738cfbec",25247371,"Controle USB C/ Fio PC/Xbox 360","null","Games","Xbox 360","Gostei!",4,"Yes","Segue a qualidade que se espera de um joystick original, pelo preço vale muito a pena.",1990,"M","BA",,,,,
"2018-01-02 06:43:18","b0d769393aa293db2f060805b92a8269aaefaf21eefec2a6342388ffab9270dc",120343121,"Barraca do Clube das Meninas - Bang Toys","bangtoys","Brinquedos","Playground","Ma apresentação",2,"No","Dei de presente e veio em uma embalagem que não era a dela. Tive que comprar outra embalagem para poder dar de presente e ainda ficou feio pois parecia que eu tinha dado uma coisa usada.",1980,"F","SP",,,,,
"2018-01-02 06:43:25","4a8134e33d8a937e0e101f107d7bc3e12cb055f9cb6af48fb300db17de012b98",7148397,"Escada Multifuncional 4x4 16 Degraus - Mor","mor","Ferramentas e Jardim","Escadas para Jardinagem","Atendeu a espectativa",3,"Yes","Atendeu as expectativas, recomento, para quem precisar de uma escada multifuncional",1980,"M","MG",,,,,
"2018-01-02 06:43:34","55e54a58f515647cb42327c5e7f5c01969c696575a1119cb50fad92939c5873a",11757850,"Sanduicheira Mondial Ultra S13 Preto","null","Eletroportáteis","Grill, Sanduicheira e Torradeira","Avaliação sanduicheira",4,"Yes","Ótimo custo-beneficio. Para o dia a dia atendeu bem as nossas necessidades",1983,"F","SP",,,,,
"2018-01-02 06:44:50","4a8134e33d8a937e0e101f107d7bc3e12cb055f9cb6af48fb300db17de012b98",110757661,"Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo","britania","Eletroportáteis","Mixer e Processador de Alimentos","Atendeu a espectativa",4,"Yes","Apesar da demora, na entrega, este já é o segundo que compro, e recomento sempre.",1980,"M","MG",,,,,
"2018-01-02 06:44:56","7648f68522cd1773ca006c50784dc5318c87bfede1bf84c10a491c2da88ec238",128623194,"Boneca Ladybug Baby Brink","baby brink","Brinquedos","Bonecas","Gostei do produto. A boneca é muito bonitinha",3,"Yes","Eu particularmente adorei a boneca é muito linda. A única coisa que vou repensar quando tiver que comprar um próximo produto, cujo entregador seja através das Lojas Americanas, é se valerá a pena. Porque comprei a boneca dia 1/12 e só finalizei a compra porque garantiram que seria entregue até o dia 15/12. Isso era um presente de aniversário e a criança fez aniversário dia 19/12 e não teve o presente tão esperado. Somente entregue dia 23/12/17, o que deixou a criança um pouco frustrada e a mim também que lhe pedi sugestão do que gostaria de ganhar.",1956,"F","RJ",,,,,
"2018-01-02 06:45:20","7072dcf56c69d241897a24d0edee39668a7ef40975071347dd7d5d1638f28a99",127936720,"Boneca Barbie Fantasia Castelo Arco-Íris - Mattel","mattel","Brinquedos","Barbie","ainda não recebi o produto...estou muito mais muito decepcionado.",1,"No","não recebi o brinquedo ate a data de 02/01/2018 sendo que fiz a compra que a data marcada para a entrega era ate 20/12/2017...comprei o brinquedo para dar de presente para minha filha de 6 anos que tinha feito o pedido do mesmo brinquedo na cartinha para o papai noel. como ate hoje não recebi o brinquedo minha filha ficou sem o desejado brinquedo do papai noel.. sem palavras para descrever a carinha de tristeza e choro de minha filha quando sua irmãzinha recebeu o presente pedido ao papai noel e ela ficou sem presente..",1977,"M","MG",,,,,
"2018-01-02 06:45:22","9073874ad815a3396d37d4ffb117950a35550ac69fd7385e4614ab072e479636",128846427,"Livro - Composição Musical Para Leigos","null","Livros","Artes","Produto de qualidade",5,"Yes","Livro bem acabado, material e encadernação de qualidade. Comprei para presentear. Chegou no prazo correto, atendimento de qualidade.",1986,"F","BA",,,,,
"2018-01-02 06:45:38","01c3f7f5275c2ceea48e4f5128ed856e90eddffe771a43c27ca2b701b1a7a628",132620869,"Notebook Acer A515-51-55QD Intel Core I5 4GB 1TB Tela LED 15.6"" Windows 10 - Preto","null","Informática","Notebook","Ótimo produto!!",5,"Yes","Produto excelente, atendeu as minhas expectativas.",1992,"F","CE",,,,,
"2018-01-02 06:45:53","131b48d00e0d9f1d026f4e3b6e56ee6c127019d2730fb99bf6ec18311cdfb14a",27525626,"Mini Boneca Supresa - LOL - Lil Outrageous Littles - Série 2 - Candide","null","Brinquedos","Bonecas","Linda",4,"Yes","A criança gostou muito!!! O produto chegou muito rápido! Recomendamos",1979,"F","SP",,,,,
"2018-01-02 06:46:07","cf2b01b7544b5f78d9c9ccdc202cb6feb3d165207f99e5c37696614a4432e270",125580029,"Boneca Baby Alive Lanchinho Morena - Hasbro","hasbro","Brinquedos","Bonecas","Otimo produto",4,"Yes","Site seguro, entrega correta, produto em perfeito estado. Indico o site para todos.",1979,"F","MG",,,,,
"2018-01-02 06:47:46","d7df7e4ccb5efa7543a4d5a3f71c889f33e7b8a2e38eeaab84979fd293d6126f",18615377,"Faqueiro Inox Búzios 72 Peças - Tramontina","null","Utilidades Domésticas","Pratos e Talheres","Não recebi o produto",1,"No","Infelizmente não recebi o produto ate a data de hoje 02/02 comprado em 03/12...praticamente um mês depois e nada de receber o produto....decepção é a palavra...",1983,"F","SP",,,,,
"2018-01-02 06:47:51","4e9752ef7e8d240dc623bf975d6530cd55a935bf451ed36ac660680ae5993949",125215742,"Liquidificador Philco PH900 2L 12 Velocidades Vermelho - 900W","philco","Eletroportáteis","Liquidificador e Acessórios","Ótimo produto!",5,"Yes","Produto de ótima qualidade, muito bonito, copo de 3L, ruído de menor intensidade quando comparado aos de outras marcas. Muito satisfeita com a compra",1992,"F","ES",,,,,
"2018-01-02 06:47:56","f980187da31798aecda0c5fbc4e7317350e54f67ab9cefb22284c62c8ab66bea",111966764,"Kit 2 Travesseiros 45x65cm 100% Penas de Ganso - Daune","daune","Cama, Mesa e Banho","Travesseiros","òtimo produto",5,"Yes","Chegou antes do prazo e excelente produto, recomendo a compra.",1987,"F","RS",,,,,
"2018-01-02 06:48:37","dea57554e4197f9c15880875fde50427667c158a554e2962e6c0a66e3c842051",132381829,"Smart TV LED 49"" Samsung 49MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz","null","TV e Home Theater","TV","Otimo produto",5,"Yes","Excelente TV, recomendo tambem as Americanas. Serviço de qualidade!",1989,"M","RS",,,,,
"2018-01-02 06:48:44","4207c8514710e352aff35a40cd3dfb04647ab9ca40ee8ac3c699facebbe486fe",132215960,"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Nougat Tela 5"" Quad-Core 1.3GHz 8GB 4G Câmera 8MP - Ouro","null","Celulares e Smartphones","Smartphone","charlene",2,"Yes","Não gostei da resoluçao das cameras, a imagem não fica nitida.",1986,"F","BA",,,,,
"2018-01-02 06:49:05","baf233979feb0104fdb0bc65e460d597b5350fad11509f1fc7c70e935248b9f5",128010777,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Excelente produto",5,"Yes","Gostei muito do produto. Até agora não tive problemas.",1998,"M","PI",,,,,
"2018-01-02 06:49:10","26492ee947893f82d0633c0fa619dc3cd812adfeeab0b31df0686be8174d0a0c",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","gostei",4,"Yes","Ótimo custo beneficio, entretanto a câmera deixa um pouco a desejar.",1961,"M","SP",,,,,
"2018-01-02 06:49:28","8524601fe4b6ce7678791c9440b0b64050d2ddc27677fdd9e2edc832d98bfcff",11366824,"Misturador Monocomando Para Cozinha Com Ducha Especial 2266 C76 Lorenkitchen Cromado Lorenzetti","null","Casa e Construção","null","Linda demais",4,"No","Ainda não testei. A pia não está pronta. Mas ela é linda, perfeita. O perfil dela é bem alto!",1987,"F","SP",,,,,
"2018-01-02 06:49:38","881f59e32cbf86a1f0df955d94e6f128d0a6d9c5569f62a6b01bc2fb081f994e",16080708,"Case Gaveta Hd Sata Externo Notebook 2.5 Usb Pc Xbox Bolso","null","Informática e Acessórios","null","Ótimo produto além de ser barato",5,"Yes","Ótimo produto me surpreendeu além de ser barato funciona perfeitamente eu recomendo funcionou mto bem coloquei um HD de 360 e estou usando  no xbox",1978,"M","SP",,,,,
"2018-01-02 06:51:19","2aec4d53cf727a282d8a8b61d0caa80326b87cbbe6b8c44164c38ba4693607c8",29210955,"Bebedouro de Água Eletrônico Branco (BE11B) Bivolt","null","Eletroportáteis","Bebedouro e Purificador de Água","Não atende minhas necessidades",1,"No","A água simplesmente não fica gelada. Fica no máximo fria. Frustrante. Vou ter que comprar outro... E pesquisar melhor dessa vez.",1985,"M","CE",,,,,
"2018-01-02 06:51:21","fe97f791c088e45c3c2c191690f8b2212fcbcbc467ddcd5fe3a17f82b87966d9",25165187,"DVD Player Pioneer 2 Din Avh-x598Tv Tela 7 Pole USB Bluetooth Waze Spotify","null","Automotivo","DVD Automotivo","Dvd muito bom..",5,"Yes","Suas configurações são ótimas pra quem busca um som de qualidade..",1990,"M","MS",,,,,
"2018-01-02 06:51:27","2d270d1580f3af7f1edcbd7e4adf34e34b89c9d837c7c88bb794627fe292c9c5",120196992,"Livro - Um Sonho Perfeito","null","Livros","Literatura Estrangeira","Gostei do produto. Chegou no prazo .",4,"Yes","Gostei do prazo de entrega. Recomendo o site! O site é de fácil acesso, fácil entendimento e bem prático.","null","null","null",,,,,
"2018-01-02 06:51:49","e0b7d51e591c1116fc0559f4d59fac0732eceeb09e0da59c9e90fb2cbf8df704",23426588,"Tapete Muito Peludo 4cm Luxo 2.00 X2.40 - Bege Mesclado","null","Cama, Mesa e Banho","Tapetes","bom custo benefício",3,"Yes","justo pelo preço macio nao tão peludo, satisfeito.",1989,"M","MS",,,,,
"2018-01-02 06:52:14","fb1e30a21d5f8aac894d24039fc3ffe1b23bcdaacb03a819cda8c9e99a92cdf5",128010777,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Muito bom esse celular, gostei...",5,"Yes","Excelente aparelho, bonito e muito eficiente, tornou minha experiência muito mais agradável em relação ao meu aparelho antigo. Ofato de ser de quatro núcleo, torna o desempenho muito mais eficiente.",1972,"M","GO",,,,,
"2018-01-02 06:52:18","81e42f4c8d91d46d2cdc3894aa84392f94fd207c18dc507b6df18ab609258a3b",22210562,"Cômoda Sapateiro Maça Do Amor - Henn Branco","null","Móveis","Cômoda","Entregue e satisfeita",3,"Yes","Gostei da comoda, porem tenho alguns comentarios. A comoda veio com algums arranhoes nas laterais (descascado), acredito q tenha sido na hora de embalar ou no proprio transporte e acho q deveria ter pesinho, quanto ao resto eu gostei.","null","F","SP",,,,,
"2018-01-02 06:52:19","b226b6da481579e2352108963fe05f41fda641bcbbb31886a4d9352de8bab40d",25196807,"Boneco Falcon Turbocóptero - Estrela","null","Brinquedos","Bonecos","O Turbocoptero não funciona direito, muito frágil.",2,"No","O boneco em si é bem legal, porém o acessório funciona muito mal, a alavanca não funciona direito. Conversei com outras pessoas que tem o mesmo brinquedo e eles fizeram a mesma reclamação. O problema não é da loja, mas sim do produto. Não adianta nem pedir para trocar, pois é uma reclamação geral.",1978,"F","RJ",,,,,
"2018-01-02 06:52:41","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",19669838,"Ventilador de Parede Oscilante 60cm Preto Turbão 190W Bivolt","null","Ar-condicionado e Aquecedores","Ventilador e Circulador de Ar","Perfeito, ótima qualidade!",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:53:23","f9df76908ec23a7fd8e6aff464d841cbc45dcd0d94d8d8cb7b64f495f690af8d",28319252,"Chaleira Elétrica Cadence Prime 1000W CEL800 1,7 Litros 127V Inox","null","Eletroportáteis","Chaleira Elétrica","Eficiente.",5,"Yes","Chaleira fácil de limpar, não possui ""cantos"" onde deposita a sujeira como as que possuem visor de nível. Ferve água rapidamente.",1959,"M","SP",,,,,
"2018-01-02 06:53:32","fce324461577389b689659954fed576c063b6744258449c251ae2748f6d88df0",24873391,"Kit Nano Titanium + Escova Secadora Alisadora","null","Beleza e Perfumaria","Aparelhos elétricos para cabelo","O produto ainda não foi entregue",1,"No","Como vocês esperam que o produto seja avaliado se ele nem sequer foi entregue ainda???  A previsão de entrega era 18/12 e até agora nada de entrega!",1990,"F","RJ",,,,,
"2018-01-02 06:53:58","7b2bfb978fa5e60fe46a77b6937ed5b9e9d88a0ccfffd8c2fc3194ddf9d061de",128873636,"Sofá 3 Lugares Reclinável e Assento Retrátil Ripley Plus Ultrasuede Amassado Marrom - Next","next","Móveis","Sofá","Péssima qualidade",1,"No","Não recomendo. durabilidade péssima, o tecido é horrível, parece malha de camiseta velha, depois de um tempo de uso já esta completamente deformado, o tecido fura com facilidade. Foi dinheiro jogado no lixo.",1983,"F","SP",,,,,
"2018-01-02 06:54:14","dca2b08f05f8817974e201fe3b99a762fcaea7cd3e112a09b6f7f4647ae6bdaa",132444738,"Smartphone Motorola Moto G5S Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dupla - Platinum","null","Celulares e Smartphones","Smartphone","Entrega o que promete!",5,"No","Desempenho excelente. Capacidade de armazenamento mais que suficiente, e caso não seja pode se colocar um cartão de memoria adicional. Maquina fotográfica muito boa, com muitos recursos. Custo x beneficio do aparelho é excelente!",1968,"M","SP",,,,,
"2018-01-02 06:55:05","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",27040714,"Cadeira Madeira Maciça Dobrável Mel Bar Restaurante - Kit 4 unidades","null","Móveis","Cadeira","Perfeito, ótima qualidade!",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:55:13","8f4a7e5fb4e932d16d9c48bdbe1109122b00a9f23f28f8e3166e3277f20ebcc7",25873757,"Purificador De Água Ibbl Fr600 Speciale Preto - 110v","null","Eletroportáteis","Bebedouro e Purificador de Água","50% de problema",1,"No","comprei 2, um foi funcionou perfeitamente, o outro vaza td dentro, sem condições de uso. Em contato com a empresa, a mesma não efetua a troca do equipamento, e a assistência não fica na cidade, tenho q me virar e levar onde tem. Imagino que o equipamento sem uso deveria ser trocado por outro novo. Em resumo, o equipamento é a melhor marca disponível no mercado, a entrega foi antes do prazo, mas acredito que o parceiro que efetuou a venda deveria tratar de outra forma pelo equipamento ser novo (sem uso)",1977,"M","SP",,,,,
"2018-01-02 06:55:28","5b11850d913eeb143ae1ed2ca17cd64e56747d96fca9a99389c7fc6fdd64fd11",24540396,"Cama Elástica Trampolim Jump 3.05M Hpktp42 Happy Kids","null","Brinquedos","Playground","Excelente!",5,"Yes","Produto excelente nos quesitos segurança durante uso, facilidade de montagem, qualidade das peças/itens. Recomendo!",1977,"M","SC",,,,,
"2018-01-02 06:55:38","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",27041404,"Cadeira Madeira Maciça Dobrável Imbuia Bar Restaurante - Kit 4 unidades","null","Móveis","Cadeira","Perfeito, ótima qualidade!",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:55:55","5bba8ac36062a7d55bd6520e9674e0e8aacd49c8da1fc439e338bebc935bbfd8",8141025,"Nobreak NHS Premium PDV 2200VA/1320W Max Preto Bivolt Selada 2 x 17Ah/USB/Engate","null","Informática e Acessórios","Proteção Elétrica","não recebi",1,"No","2 vez que tento comprar e não consigo. çççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççççç çççççççççççççççç ççççççççççççççççç ççççççç",1990,"M","PA",,,,,
"2018-01-02 06:56:09","363bf7b1a7505732379f7a2ae004ecbdc7194b5b774cd844ceebec9321d016b1",27036280,"Cadeira Madeira Maciça Dobrável Preta Bar Restaurante - Kit 4 unidades","null","Móveis","Cadeira","Perfeito, ótima qualidade!",5,"Yes","Excelente compra! Produto de ótima qualidade e loja com ótimo atendimento e serviço! Mariana","null","null","null",,,,,
"2018-01-02 06:56:14","b4a15846dc700ba68e5e35bceddddaa183e06245dd940c2ff212f1ca7bc45b59",8584446,"Kit Jogo Ferramentas 31 Chaves Fenda Phillips Torx","null","Ferramentas e Jardim","Ferramentas Manuais","otimo",5,"Yes","Tudo certo, entrega rapida e produto como eu esperava que fosse",1967,"M","SP",,,,,
"2018-01-02 06:56:15","1fdeaf9ee45353c638439b66b24a653393c84e22f5df382513045a78f238dbf3",27452389,"Máquina Aparador E Depilador De Pelos Do Nariz Orelha Ouvido","null","Beleza e Perfumaria","Barbearia","O produto não funciona",1,"No","recebi o produto e ele não está funcionando, mas a empresa que vendeu (JP CELL) deu um retorno surpreendente rápido se dispondo a trocar ou devolver o dinheiro. Estou optando por receber outro produto novamente",1979,"M","SP",,,,,
"2018-01-02 06:56:22","338563b9398cc33bd6501857182dcd039e6e30605511e3ada0f414494b5a3c31",18913368,"Chapinha Prancha Profissional Nano Titanium 1 1/4 Até 450ºF - Bivolt","null","Beleza e Perfumaria","Cabelo","Produto maravilhoso",5,"Yes","Tive medo pois nunca havia comprado nada na internet, mais foi maravilhoso logo chegou e o produto da foto.","null","null","null",,,,,
